restaurant_id,restaurant_name,source,matched_terms_text,latitude,longitude,distance_m,distance_km,address,rating,review_count,price_min,price_max,categories_text,opening_hours,delivery_time,image_url,menu_count,comment_count,comments_list
60874,Hoàng Văn - Cơm Rang & Phở Bò - Định Công,befood,cơm | phở,20.98259926,105.834137,2772.01,2.772,"195 Định Công, Phường Định Công, Hoàng Mai, Hà Nội",4.7,850,7000,88000,thực đơn | Món đỉnh,18:00-23:00,30,https://media.be.com.vn/bizops/image/ede0e443-368a-11ee-8e31-f638ae20f033/original,24,5,"[""Đáng đồng tiền"", ""Không làm đúng ghi chú"", ""Đóng gói chưa tốt"", ""Thiếu pepsi nhỏ (đặt Sting + Pepsi nhỏ nhưng chỉ giao 1 Sting), Sai/Thiếu món"", ""mặn chát, quán thừa muối hay sao mà nêm bò đẫm muối thế,""]"
13942,Phở Bò & Cơm Rang - Nguyễn Trãi,befood,cơm | phở,21.00209045,105.8171768,2968.84,2.969,"28A Ngõ 72 Nguyễn Trãi, Thượng Đình, Thanh Xuân, Hà Nội",4.3,315,45000,60000,Combo cùng Cocacola 70000 | đồ ăn 60000 đ,07:00-20:30,30,https://media.be.com.vn/bizops/image/2bad7766-8e3c-11ed-9d0d-4e52ae3b2c21/original,27,7,"[""Sạch sẽ, Đóng gói tốt, Đáng đồng tiền, Ngon xỉu"", ""Không hợp khẩu vị"", ""giao nhanh , sốt vang ăn ổn , phở trộn nhìn có vẻ ngon hơn . Nhưng sao shop để cho khách ăn cốc kì vậy shop 😑"", ""đã note không hành rồi"", ""hơi khô"", ""thịt có mùi hôi"", ""đồ ăn phở với cơm đều mặn""]"
29659,Bánh Cuốn Phủ Lý - Dương Văn Bé,befood,bánh cuốn | bún chả,20.99671936,105.8742294,3116.05,3.116,"135 Dương Văn Bé, Vĩnh Tuy, Hai Bà Trưng, Hà Nội",4.5,98,48000,96000,Menu,06:00-14:41,30,https://media.be.com.vn/bizops/image/ae161ae2-e87d-11f0-8021-922c9d42c616/original,3,6,"[""đã ghi chú là ko cho tỏi ớt vào nước mắm, để riêng ra mà vẫn cho vào, Không làm đúng ghi chú"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Sạch sẽ, Đáng đồng tiền, Đóng gói tốt, Ngon xỉu"", ""chả nóng ngon, có thêm quất nữa thì tuyệt vời, Ngon xỉu, Sạch sẽ, Đóng gói tốt, Đáng đồng tiền"", ""Đáng đồng tiền, Sạch sẽ, Đóng gói tốt, Ngon xỉu"", ""không có bát đưng nước chấm. túi bọc nước mắm rách., Đóng gói chưa tốt, Sai/Thiếu món, Không đảm bảo vệ sinh""]"
35452,Út Béo - Bún Đậu Mẹt & Cơm - Ngõ Thái Thịnh 1,befood,bún chả | cơm,21.00877953,105.8156586,3133.79,3.134,"149 Ngõ Thái Thịnh 1, Thái Thịnh, P. Thịnh Quang, Đống Đa, Hà Nội",4.1,21,35000,70000,Combo | Bún Đậu,17:00-21:00,30,https://media.be.com.vn/bizops/image/e9a7b625-ab7a-11ee-bfaa-82e52b34e173/original,8,9,"[""Khá ngon, Đóng gói chưa tốt"", ""Khá ngon"", ""khá là ổn"", ""đặt suất lớn mà có tí như này ko có lần 2"", ""ngon nhé"", ""Món ăn chưa được đẹp mắt."", ""bún bị chua đậu chua"", ""Đặt thêm Chả lá lốt mà quán không cho????"", ""shop kh thấy note em để là nước mắm ạ?""]"
81993,Thành Tâm Quán - Phở & Cơm Rang - Định Công Hạ,befood,cơm | phở,20.98220062,105.8275528,3162.42,3.162,"22 Ngõ 99 Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội",4.7,6,45000,58000,Bún Bò Huế | Cơm Rang | Phở,07:00-21:00,30,https://media.be.com.vn/bizops/image/fa9e7656-1a51-11ef-b411-9e337230779d/original,11,1,"[""Không hợp khẩu vị""]"
21980,H&A Quán - Bún Đậu & Nem Nướng - Vĩnh Tuy,befood,bún chả | phở,21.00074959,105.877037,3300.17,3.3,"Kiot Số 2B Ngõ 124 Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",4.8,1673,4000,80000,Menu | Nước uống | Đồ ăn kèm | XIÊN QUE CHIÊN,10:00-22:30,30,https://media.be.com.vn/bizops/image/f47d8f58-e84f-11f0-b84b-3a4f2a37a94e/original,71,6,"[""Ngon xỉu, Đáng đồng tiền, Đóng gói tốt"", ""Sạch sẽ, Đáng đồng tiền, Đóng gói tốt, Ngon xỉu"", ""Đồ ăn no căng. Không như mấy quán khác, ít lèo tèo. Lần sau sẽ mua tiếp., Đáng đồng tiền, Sạch sẽ, Ngon xỉu, Đóng gói tốt"", ""Sạch sẽ, Đóng gói tốt, Đáng đồng tiền, Ngon xỉu"", ""Đáng đồng tiền"", ""Đóng gói chưa tốt""]"
114833,Cơm Ngon Xuân Trường - Giáp Nhị,befood,cơm | gà rán,20.97496033,105.84552,3353.39,3.353,"Số 55 Ngõ 88 Phố Giáp Nhị, Phường Yên Sở, Hà Nội",4.6,93,18000,109000,menu | món phụ | nước ngọt | cơm combo | cơm + cocacola | cơm tiết kiệm,17:00-20:00,11,https://media.be.com.vn/bizops/image/d378c097-62c6-11f0-8021-922c9d42c616/original,25,7,"[""đã đặt nhiều lần, cơm ngon chất lượng, Ngon xỉu, Đáng đồng tiền, Đóng gói tốt, Sạch sẽ"", ""Ngon xỉu"", ""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ"", ""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền"", ""gửi nhầm món, Sai/Thiếu món"", ""Không hợp khẩu vị"", ""sai món ăn . Minhg đặt sườn ko đặt gà""]"
87272,"Thành Tâm Quán - Cơm Rang, Phở Bò & Bún Bò Huế - Định Công Thượng",befood,cơm | phở,20.98349953,105.8216782,3455.68,3.456,"153 Định Công Thượng, P.Định Công, Q. Hoàng Mai, Hà Nội",4.4,25,40000,85000,Bún Bò Huế Chuẩn Vị Huế | Cơm Rang Đỉnh Cao | Phở - Mì Xào Ăn Vào Ngất Ngây,07:00-22:00,30,https://media.be.com.vn/bizops/image/17346b4c-f9c6-11f0-b63c-1ec8367384f0/original,19,8,"[""Đáng đồng tiền, Sạch sẽ, Đóng gói tốt, Ngon xỉu"", ""Đóng gói cẩu thả, Đóng gói chưa tốt"", ""Đáng đồng tiền"", ""Normal"", ""Mình đặt với suy nghĩ tên quán là Thành Tâm thì sẽ làm đồ ăn mà đặt tâm vào. Hôm qua sau khi ăn cả bún bò và phở thì mình bị say mì chính, đầy bụng đến hôm nay chưa hết. Bỏ tiền ra ăn mà vừa mất thêm tiền mua thuốc vừa rước bực vào người, Không đảm bảo vệ sinh"", ""ok ngon"", ""giờ"", ""chán, k có vị gì, k tương ớt ăn nhạt nhẽo""]"
115272,"He Na Quán - Bánh Cuốn, Bún Chả & Gà Tần - Núi Trúc",befood,bánh cuốn | bún chả,21.0304203,105.8249588,3535.88,3.536,"100 Ngõ Núi Trúc, Phường Giảng Võ, Hà Nội",5,2,16000,74000,Menu,07:00-22:00,12,https://media.be.com.vn/bizops/image/5742f0a4-62f3-11f0-8021-922c9d42c616/original,4,0,[]
130463,Thanh Hà Food - Phở Cuốn & Bún Trộn - Đại Từ,befood,bánh cuốn | phở,20.97360039,105.8397598,3556.52,3.557,"Số Nhà 93 Ngõ 2 Đại Từ, Phường Định Công, Hà Nội",4.9,9,15000,129000,Bún trộn | Phở cuốn | Combo Tiết Kiệm | Combo Giá Tốt | Combo 2 Người Siêu Hời | Combo Ăn No | Combo Ăn Nhẹ No Vừa Đủ | Nước ngọt,10:00-22:00,12,https://media.be.com.vn/bizops/image/0eac2d1a-2b5f-11f1-b197-ce3d3ce291c1/original,16,3,"[""ngon,sạch sẽ,hợp khẩu vị,1 suất khá đầy đặn. lần sau sẽ mua lại, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt, Ngon xỉu"", ""Sạch sẽ"", ""ít thịt toàn rau""]"
68548,Bánh Cuốn Nóng - Bún Chả & Mỳ Gà Tần - Chính Kinh,befood,bánh cuốn | bún chả,20.99983025,105.8112106,3617.16,3.617,"103 Chính Kinh, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",4.7,370,13000,119000,Menu,16:30-23:59,30,https://media.be.com.vn/bizops/image/eb0a14d5-8f26-11ee-8e31-f638ae20f033/original,22,6,"[""Good packaging"", ""Khá ngon"", ""Không hợp khẩu vị"", ""Đóng gói chưa tốt"", ""Sai/Thiếu món"", ""Ít thịt, nhiều bún quá""]"
135607,Bánh Cuốn & Bún Chả - Bếp Cô Hằng - Vĩnh Hưng,befood,bánh cuốn | bún chả,20.99044037,105.8782806,3765.52,3.766,"Số 3 Ngõ 259 Vĩnh Hưng, Phường Hoàng Mai, Hà Nội",0,0,30000,45000,Bánh Cuốn | bánh lá(răng bừa thanh hóa),06:00-14:00,13,https://media.be.com.vn/bizops/image/72e91c34-4a8c-11f1-b63c-1ec8367384f0/original,5,0,[]
80920,Cồ Cử Phở Bò - Cơm Rang - Kim Giang,befood,cơm | phở,20.97739983,105.8241501,3801.91,3.802,"312 Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",4.6,130,10000,55000,Menu,06:00-22:00,30,https://media.be.com.vn/bizops/image/46f20849-129f-11ef-b411-9e337230779d/original,15,6,"[""Đáng đồng tiền"", ""Đáng đồng tiền, Đóng gói tốt, Sạch sẽ, Ngon xỉu"", ""ăn cũng được oke, Khá ngon"", ""Quán 10đ nhé rất mong sắp tới quán mình làm ăn phát đạt nhé"", ""cơm hơi hôi"", ""ko phải thịt bò""]"
123914,Ling Ling Foody - Gà Rán & Mỳ Cay - Vĩnh Hưng,befood,gà rán | phở,20.98578072,105.8758316,3805.03,3.805,"85 Vĩnh Hưng, Phường Vĩnh Hưng, Hà Nội",4.8,26,1000,79000,CSKH | Mỳ Cay 7 Cấp Độ | Gà Rán-Kimbap | Bún Trộn | Gỏi Cuốn & Phở Cuốn | Gà Ủ Muối Tiêu | Chân Gà Rút Xương | Đồ Ăn Vặt | Đồ Uống | Trái Cây,16:00-23:00,13,https://media.be.com.vn/bizops/image/53465304-c453-11f0-8b11-e6e7ca75c48c/original,65,10,"[""Sạch sẽ, Đóng gói tốt, Ngon xỉu"", ""Ăn chân gà hợp khẩu vị lắm ạ, Ngon xỉu, Đáng đồng tiền"", ""nước dùng khi giao bị đổ tí nhưng không sao ((= ngon., Ngon xỉu, Sạch sẽ"", ""ngonnnn, đúng vị cay mình thích, Đáng đồng tiền, Đóng gói tốt"", ""Đóng gói tốt, Đáng đồng tiền, Ngon xỉu, Sạch sẽ"", ""Đóng gói tốt, Sạch sẽ"", ""ngonnnnnnnnnn, Ngon xỉu, Đáng đồng tiền, Sạch sẽ"", ""Sạch sẽ, Đáng đồng tiền, Đóng gói tốt, Ngon xỉu"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Ngon xỉu""]"
81712,Nhà Hàng Văn Đô - Cơm Văn Phòng - Ngọc Khánh,befood,cơm | gà rán,21.02796936,105.8176498,3855.96,3.856,"107B Ngọc Khánh, Phường Giảng Võ, Quận Ba Đình, Hà Nội",4.8,1260,5000,69000,"Cơm Suất | Cơm | Combo cùng coca | Món Ăn Thêm | Món Ăn Ngon (Không Kèm Theo Cơm, Canh) | Các Món Rau | Món Đang Giảm | Đồ Uống | Trà Kem Foam Đặc Biệt",10:00-21:00,30,https://media.be.com.vn/bizops/image/76e10521-e87e-11f0-8021-922c9d42c616/original,129,3,"[""Đáng đồng tiền"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""đóng gói chỉn chu, cá kho riềng k hợp khẩu vị, còn vảy cá., Không hợp khẩu vị""]"
119113,Phở Cuốn Ngũ Xã Hải Yến - Vũ Tông Phan,befood,bánh cuốn | phở,20.9846096,105.8152237,3890.94,3.891,"563 Vũ Tông Phan, Phường Phương Liệt, Hà Nội",4.7,11,12000,105000,Menu,10:00-21:00,13,https://media.be.com.vn/bizops/image/a56b3533-8f8e-11f0-8021-922c9d42c616/original,10,2,"[""ngon nma sốp quên cho em đũa oy"", ""với giá này thì quá ít :))))) thịt bò được đúng 5 miếng""]"
123573,"Minh Huy - Bánh Cuốn, Bún Chả & Bún Miến Ngan - Vũ Tông Phan",befood,bánh cuốn | bún chả,20.98118019,105.8182068,3894.54,3.895,"699 Vũ Tông Phan, Phường Khương Đình, Hà Nội",3.3,7,20000,250000,Bánh Cuốn | Bún - Miến,06:00-23:59,13,https://media.be.com.vn/bizops/image/c7460431-bfb9-11f0-8021-922c9d42c616/original,10,4,"[""Đóng gói tốt"", ""ngan ít không ngon, Không hợp khẩu vị"", ""Bánh cuốn thịt nướng, nhưng chỉ có bánh không có thịt, Sai/Thiếu món"", ""bánh cuốn nhân bị thiu rồi bạn ạ . hôi thiu mùi ôi mở ra là biết ngay. mình phải bỏ đi miến ngan ngon""]"
8200,Phở bò - Cơm rang Duy Nhất - Huỳnh Thúc Kháng,befood,cơm | phở,21.01929092,105.8109894,3922.31,3.922,"12a Ng. 16 - P. Huỳnh Thúc Kháng, Láng Hạ, Ba Đình, Hà Nội, Việt Nam",4.7,2429,35000,80000,PEPSI CỰC ĐÃ - QUÁN CỰC CHẤT | Phở | Bún Bò Huế Duy Nhất | Cơm Rang Giòn | Combo Nước Giải Khát Coca Cola | Combo Cùng Coca | Combo Giải Khát Cùng Pepsi | Menu | MÌ | Combo 2 Người,17:30-23:59,30,https://media.be.com.vn/be-food/image/4e6410f3-ab44-11ec-bd9d-0ac153492a5c/original,66,4,"[""Ngon xỉu"", ""Khá ngon"", ""không có dụng cụ ăn uống"", ""có ghi chú nhma k để ý""]"
78300,Bánh Cuốn Nóng & Bún Chả - Ngọc Hà,befood,bánh cuốn | bún chả,21.03771019,105.8307724,3937.01,3.937,"124 Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",4.9,76,1000,65000,Menu,17:00-20:25,30,https://media.be.com.vn/bizops/image/b08af739-fbc9-11ee-9c4b-1e44d33cc6fa/original,10,6,"[""nước chấm nhạt. còn lại tuyệt vời. thịt nướng rất ngon, Sạch sẽ, Đóng gói tốt"", ""Sạch sẽ"", ""Đóng gói tốt"", ""ổn lắm nha, thịt nướng thơm đầy đặn. ủng hộ quán 5* nhé, Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Bánh cuốn ngon nhưng nước chấm hơi nhạt. shop giao đúng đơn cho đầy đủ dụng cụ ăn uống, Khá ngon"", ""Khá ngon""]"
20601,"Bánh Cuốn Nóng, Bún Chả & Gà Tần - 156 Kim Giang",befood,bánh cuốn | bún chả,20.98073959,105.8178024,3958.68,3.959,"156 đường Kim Giang, phường Định Công, Hà Nội",4.6,137,12000,95000,COMBO CÙNG COCA | THỰC ĐƠN | Đồ Uống,06:00-23:00,30,https://media.be.com.vn/bizops/image/db1d2f9a-ba46-11ed-975f-9af8f6763244/original,11,7,"[""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Ngon xỉu"", ""Đáng đồng tiền"", ""Khá ngon"", ""Không hợp khẩu vị"", ""đéo cho đũa ăn bốc à ?, Sai/Thiếu món"", ""Sai/Thiếu món""]"
9568,"Bún Chả, Bánh Cuốn Nóng, Gà Tần - Ba Duy - Kim Giang",befood,bánh cuốn | bún chả,20.98501968,105.8139801,3970.41,3.97,"32 Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội",4.8,1058,18000,81000,Menu,17:00-22:00,30,https://media.be.com.vn/bizops/image/5c41374d-4238-11ee-b2af-3ea2e1c5510b/original,14,3,"[""Worth the price"", ""Khá ngon"", ""Vị chưa đậm đà lắm""]"
12952,KCC - Phở - Cơm Rang - Nguyên Hồng,befood,cơm | phở,21.02290916,105.8119202,4016.16,4.016,"105 D8 Nguyên Hồng, Thành Công, Ba Đình, Hà Nội",4.5,437,10000,70000,Menu | COMBO | CÁC MÓN CƠM | PHỞ | ĐỒ UỐNG,06:30-22:00,30,https://media.be.com.vn/be-food/image/4a1f6d8e-dbf8-11ec-95a6-ee268e4432f7/original,27,10,"[""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Đóng gói chưa tốt"", ""mình bảo không hành mà quán cho hành củ là s vậy quán, Không làm đúng ghi chú"", ""Sai/Thiếu món"", ""thịt và cơm khô, nguội, cứng. mô tả có trứng và canh nhưng giao k thấy có"", ""cơm như bị thiu"", ""thiếu 1 hộp đùi gà chiên mắm nhưng lại thừa 1 hộp cơm híc"", ""cơm mềm ngon"", ""cơm khô, cứng, gà thì rán quá khô."", ""thịt bò được đúng 5 miếng""]"
69613,Bánh Cuốn Nóng Gia Truyền - Đội Cấn,befood,bánh cuốn | bún chả,21.03511047,105.8231964,4065.2,4.065,"195B Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",4.5,77,35000,90000,Thực Đơn,17:00-23:59,30,https://media.be.com.vn/bizops/image/bee00dad-f823-11f0-a167-cadcd99bf8b0/original,6,5,"[""Đặt 2 bánh cuốn chả quế với trứng cho có 1 suất gà tần thì dai, Sai/Thiếu món"", ""Đáng đồng tiền"", ""Bánh cuốn không đạt"", ""ngon"", ""Quá ít""]"
14120,KCC - Phở & Cơm Gà Xối Mắm - Đội Cấn,befood,cơm | phở,21.03507996,105.8226395,4095.77,4.096,"204 Đội Cấn, Đội Cấn, Ba Đình, Hà Nội",4.7,149,40000,80000,CƠM RANG | PHỞ,17:30-22:00,30,https://media.be.com.vn/bizops/image/d3408c04-e875-11f0-b84b-3a4f2a37a94e/original,17,5,"[""Đáng đồng tiền"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Normal"", ""gà chiên trong vẫn bị đỏ, đóng gói túi thủng chảy hết ra"", ""giao thiếu sốt r""]"
2282,Phở Bò Cơm Rang Nhân Hòa - Nguyễn Huy Tưởng,befood,cơm | phở,20.99875069,105.8062973,4140.1,4.14,"86 Nguyễn Huy Tưởng, phường Thanh Xuân, Thành phố Hà Nội",4.7,720,12000,70000,Combo Cùng Coca | menu | Đồ Ăn | Đồ Uống,07:00-22:00,30,https://media.be.com.vn/bizops/image/2af8ea9c-e86c-11f0-8021-922c9d42c616/original,40,3,"[""Ngon xỉu"", ""Đáng đồng tiền"", ""note không hành vẫn cố nhét hành vào, Sai/Thiếu món""]"
76776,Bánh Cuốn Nóng & Bún Chả - Nguyễn Ngọc Vũ,befood,bánh cuốn | bún chả,21.01100922,105.8060913,4152.32,4.152,"89A Ngõ 189 Nguyễn Ngọc Vũ, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",4.7,207,16000,97000,bánh cuốn | bún chả | gà tần,06:30-23:59,30,https://media.be.com.vn/bizops/image/77e40679-f8e7-11f0-b63c-1ec8367384f0/original,17,5,"[""thiếu lon coca, Sai/Thiếu món"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""quán tiếc cái bát nhựa hay sao vậy ?, Đóng gói chưa tốt"", ""k có hộp đựng mắm k có rau sống"", ""5 cục chả luôn á""]"
102812,Bánh Cuốn Bà Hy - Khu Đô Thị Bắc Linh Đàm,befood,bánh cuốn | bún chả,20.97001076,105.8274994,4332.14,4.332,"Ki Ốt 12, CT3 Khu Đô Thị Bắc Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",5,21,13000,67000,Menu,17:30-21:00,15,https://media.be.com.vn/bizops/image/6a2faf73-d3c3-11ef-81cc-d24fde1987a0/original,11,2,"[""Sạch sẽ"", ""Khá ngon""]"
130643,Guu Chicken - Cơm Gà & Gà Rán - Ngõ Tự Do,befood,cơm | gà rán,20.9981308,105.8469086,788.87,0.789,"107A Y9 Ngõ Tự Do, Phường Bạch Mai, Hà Nội",5,17,12000,342000,Ưu Đãi Độc Quyền | Mỳ Cay Guu Chicken | Mỳ Ý Sốt Bò Bằm | Món Phụ | Combo Gà Rán - Khoai Tây | Món ngon đang Khuyến Mại | Món phải thử | Mua nhiều càng rẻ | Cơm gà Guu Chicken - Cơm góc tư | Gà rán - Combo | Gà sốt - Combo,09:00-21:30,2,https://media.be.com.vn/bizops/image/8c3dd36d-1de7-11f1-b63c-1ec8367384f0/original,42,1,"[""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt""]"
8432,Quán Cơm 78 - Ngõ Tự Do,befood,cơm | gà rán,20.99736977,105.8463364,865.02,0.865,"78 Ngã Tự Do, Trần Đại Nghĩa, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",4.7,2640,6000,53000,Ăn thả ga cùng Cocacola | Nước uống | Combo | Combo cơm - Đồ uống | Giảm thêm 25K - ĐÃÃ QUÁ PEPSI ƠI! | Menu Cơm | Món | Món thêm | Menu,16:30-21:00,30,https://media.be.com.vn/be-food/image/7ff10fa1-ae7b-11ec-bfbb-a6b773ddb05e/original,86,2,"[""mình đặt 4 món mà giao 3 món. muốn liên hệ cho shop cũng không đc, liên hệ ship thì ship cũng ko có số của quán để giải quyết, Sai/Thiếu món"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt""]"
106675,Cơm Đảo Làng Mai - Chợ Khương Thượng,befood,cơm | gà rán,21.0056591,105.8313217,1482.56,1.483,"Kiot 25 Chợ A12 Khương Thượng, Phường Kim Liên, Quận Đống Đa, Hà Nội",0,0,54000,54000,Menu,10:30-14:00,5,https://media.be.com.vn/bizops/image/39aa8d96-e88c-11f0-b84b-3a4f2a37a94e/original,3,0,[]
102294,Bếp Cô Thảo - Cơm Văn Phòng Tự Chọn - Lò Đúc,befood,cơm | gà rán,21.01309013,105.8574905,1520.3,1.52,"8 Ngõ 108 Lò Đúc, Phường Đống Mác, Quận Hai Bà Trưng, Hà Nội",4.6,117,35000,110000,Cơm Suất | Menu Món,09:00-21:00,5,https://media.be.com.vn/bizops/image/4380def1-bf39-11ef-bd66-b239c83a8124/original,25,1,"[""tôi đặt thịt rang cháy cạnh đưa tôi thịt kho""]"
15897,Vịt 29 - 29 Food - Cơm Phở -Nguyễn Thượng Hiền,befood,bún chả | phở,21.01884079,105.8422318,1565.26,1.565,"29 Nguyễn Thượng Hiền, Nguyễn Du, Hai Bà Trưng, Hà Nội",4.9,48,8000,948000,MÓN ĂN NHANH | MÓN VỊT QUAY | MÓN MỚI | VỊT HẤP | VỊT RÚT XƯƠNG | VỊT CHIÊN - ÁP CHẢO | MÓN NƯỚNG | MÓN ĂN CHƠI - NHẬU | MÓN RAU | MÓN CƠM - XÔI - CANH | MÓN LẨU | TOPPING | ƯU ĐÃI COMBO,09:10-21:00,30,https://media.be.com.vn/bizops/image/1f0ed979-e850-11f0-9063-66448d787802/original,58,1,"[""Ngon xỉu, Đáng đồng tiền, Đóng gói tốt, Sạch sẽ""]"
130509,Guu Chicken - Cơm Gà & Gà Rán - Tam Khương,befood,cơm | gà rán,21.00415993,105.8300323,1618.7,1.619,"Số 3 Tam Khương, Phường Kim Liên, Hà Nội",5,9,12000,342000,Món Ngon Đang Khuyến Mại | Mua Nhiều Càng Rẻ | Cơm Gà - Cơm góc tư | Gà Rán - Combo | Gà sốt + Combo | Mỳ Ý + Combo | Piza + Combo | Món Phụ | Trà Chanh + Trà Bí Đao | Đồ Uống - Coca/Pepsi/Trà ô long,08:45-22:00,5,https://media.be.com.vn/bizops/image/54bc2d04-1c4f-11f1-b67e-9aaf2a798701/original,41,1,"[""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ""]"
135845,"Gỏi Nhà Kem - Gỏi Cuốn, Cơm Trộn & Bún Trộn - Thổ Quan",befood,bánh cuốn | cơm,21.01634979,105.8344421,1702.74,1.703,"Số 123 Thổ Quan, Phường Văn Miếu - Quốc Tử Giám, Hà Nội",0,0,15000,155000,Combo Ngon Hời | U Mê Gỏi Cuốn | U Mê Trộn | Phở Cuốn | Đồ Uống | Cơm Trộn,15:30-21:00,6,https://media.be.com.vn/bizops/image/336738fb-4c44-11f1-b67e-9aaf2a798701/original,17,0,[]
39262,Cơm Gà B&B - Chùa Bộc,befood,cơm | phở,21.00488091,105.8275299,1875.14,1.875,"9 Ngõ 95 Chùa Bộc, Đống Đa, Hà Nội",0,0,40000,45000,Menu,06:00-12:00,30,https://media.be.com.vn/bizops/image/b1403fea-f286-11f0-b63c-1ec8367384f0/original,10,0,[]
17700,Bún Chả Xưa - Lĩnh Nam,befood,bánh cuốn | bún chả,20.99094963,105.8643875,2507.81,2.508,"9 Ngõ 13 Lĩnh Nam, Phường Mai Động, Quận Hoàng Mai, Hà Nội",4.2,2333,5000,45000,Bún Chả | Combo | Bánh Cuốn | Đồ Uống | Chè | Dồi Sụn,12:00-23:00,30,https://media.be.com.vn/be-food/image/5b096114-edec-11ec-9a9e-de6dabbc786c/original,21,10,"[""ngon, Đáng đồng tiền"", ""Khá ngon"", ""đặt thêm thịt nướng mà k thấy đâu, Sai/Thiếu món"", ""Không hợp khẩu vị"", ""rau thối , giao còn thiếu chả, Sai/Thiếu món"", ""ăn xong bị đau bụng ỉa chảy, không đảm bảo vệ sinh, Không đảm bảo vệ sinh"", ""bún bị chua với lại bún dính màu đỏ như hình"", ""quán k phân biệt được bún chả thịt viên🙂"", ""thịt hơi có mùi một chút"", ""thịt siêu mỡ""]"
98870,Tứ Quý - Phở Bò & Cơm Rang - Trịnh Đình Cửu,befood,cơm | phở,20.9841404,105.8342438,2613.23,2.613,"Số 6 Ngõ 148 Trịnh Đình Cửu , Phường Định Công, Hà Nội",4.8,337,3000,70000,"Phở Bò | Cơm Rang Chiên | Phở Xào, Mì Xào | Topping | Giải Khát",08:00-23:30,30,https://media.be.com.vn/bizops/image/a438d4a2-f9cf-11f0-b63c-1ec8367384f0/original,30,6,"[""Đóng gói tốt, Đáng đồng tiền"", ""Ngon xỉu, Đáng đồng tiền, Sạch sẽ, Đóng gói tốt"", ""Sạch sẽ, Đóng gói tốt"", ""Đóng gói tốt, Sạch sẽ"", ""Ngon xỉu"", ""chỉ được cái đóng gói đẹp, ăn như đấm vào mồm vậy, nhạt toẹt""]"
55835,Tiệm Cơm Gà - Trung Liệt,befood,cơm | gà rán,21.01144028,105.8205185,2695.99,2.696,"98 Trung Liệt, Trung Liệt Đống Đa, Hà Nội",4.2,28,12000,63000,Cơm | Món ăn thêm,10:30-23:59,30,https://media.be.com.vn/bizops/image/0127efde-f420-11f0-a167-cadcd99bf8b0/original,7,6,"[""Khá ngon"", ""cơm là cơm trắng và thiếu nước sốt như trong ảnh., Sai/Thiếu món"", ""lần đầu ăn của quán hình như cuối ngày ship cho mình cơm cháy vàng ăn bị cứng gà nướng bị cháy đen 1 mảng ăn rất đắng, nướng mật ong có thể cháy nhẹ cx nhưng đằng này 1 mảng đen ăn đắng. Rất thất vọng từ cơm đến gà"", ""không đáng với giá tiền bỏ ra !"", ""đùi gà còn sống"", ""không có nước canh nước chấm""]"
88436,Bún Chả Phúc Tha - Hoàng Mai,befood,bánh cuốn | bún chả,20.98658943,105.8624573,2703.73,2.704,"299/62 Hoàng Mai, Phường Tương Mai, Hà Nội",5,9,8000,370000,Menu,08:00-14:00,30,https://media.be.com.vn/bizops/image/92b33bdb-4ef3-11ef-8dc5-12c0bf7afddb/original,13,4,"[""Sạch sẽ, Đáng đồng tiền, Đóng gói tốt, Ngon xỉu"", ""Ngon xỉu, Đóng gói tốt, Đáng đồng tiền, Sạch sẽ"", ""Ngon xỉu"", ""Worth the price, Delicious, Clean, Good packaging""]"
